ZCTA5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON,,
13317,119453916,1531432,46.12,0.59,"3,784","1,722",42.854095,-74.590835,,
13318,65741288,29950,25.38,0.01,"1,325",522,42.920182,-75.261538,,
13319,2295989,0,0.89,0.00,"1,079",461,43.026436,-75.266925,,
13320,199072520,380904,76.86,0.15,"2,018","1,190",42.777805,-74.740798,,
13321,2089622,43875,0.81,0.02,"1,049",527,43.087779,-75.370635,,
13322,31461243,132467,12.15,0.05,"1,076",574,42.954345,-75.201657,,
13323,98527749,88820,38.04,0.03,"11,323","4,459",43.039976,-75.379366,,
13324,309102925,11336698,119.35,4.38,"2,149","1,438",43.325878,-74.966657,,
13325,200439390,110658,77.39,0.04,866,619,43.582829,-75.527091,,
13326,247054484,1647193,95.39,0.64,"5,561","3,414",42.722511,-74.895371,,
13327,345561793,6744210,133.42,2.60,"2,056","1,217",43.972929,-75.262309,,
13328,41087158,0,15.86,0.00,"1,267",548,42.985096,-75.429027,,
13329,137117675,1222301,52.94,0.47,"3,889","1,905",43.110979,-74.703510,,
13331,208926889,12103204,80.67,4.67,189,919,43.866311,-74.880884,,
13332,127381600,379821,49.18,0.15,"2,460","1,149",42.764187,-75.581765,,
13333,4404887,7598,1.70,0.00,62,30,42.836995,-74.818644,,
13334,75341782,1444363,29.09,0.56,"1,374",846,42.827039,-75.656427,,
13335,98817757,97567,38.15,0.04,"1,590",686,42.702260,-75.248224,,
13337,47908553,300099,18.50,0.12,790,438,42.757804,-74.999545,,
13338,629607816,14073530,243.09,5.43,"1,206","1,567",43.510379,-74.982347,,
13339,280178936,2253643,108.18,0.87,"6,941","2,943",42.936896,-74.658660,,
13340,149893995,834675,57.87,0.32,"8,205","3,499",43.061642,-75.128570,,
13341,476975,0,0.18,0.00,102,40,43.036087,-75.396891,,
13342,20565960,145521,7.94,0.06,165,88,42.654143,-75.195234,,
13343,145505915,2471472,56.18,0.95,"1,658","1,164",43.751239,-75.311500,,
13345,12791341,42214,4.94,0.02,177,93,43.687108,-75.321254,,
13346,97926856,2676622,37.81,1.03,"6,735","2,413",42.818503,-75.542907,,
13348,95759954,172530,36.97,0.07,"1,469",760,42.709982,-75.066926,,
13350,78789789,1428300,30.42,0.55,"10,093","4,568",43.061160,-75.000618,,
13352,434504,43070,0.17,0.02,65,33,43.313337,-75.116208,,
13353,512594477,9624966,197.91,3.72,86,289,43.447326,-74.694618,,
13354,134889972,139987,52.08,0.05,"3,342","1,369",43.265093,-75.268497,,
13355,75387380,35945,29.11,0.01,905,381,42.809841,-75.430434,,
13357,81693149,368830,31.54,0.14,"11,096","4,885",42.970962,-75.081183,,
13360,159703716,10137325,61.66,3.91,333,"1,010",43.721790,-74.714836,,
13361,73361022,6520,28.32,0.00,824,328,42.904352,-74.867560,,
13362,714898,0,0.28,0.00,60,21,42.982178,-75.522003,,
13363,54876360,117109,21.19,0.05,"2,315",999,43.324528,-75.513109,,
13364,7656967,0,2.96,0.00,243,111,42.804977,-75.261071,,
13365,347301945,4124737,134.09,1.59,"8,906","4,424",43.125690,-74.853291,,
13367,1174248862,45809018,453.38,17.69,"8,830","4,313",43.757731,-75.532708,,
13368,118061419,2740664,45.58,1.06,"1,118",632,43.638483,-75.286787,,
13402,65747343,281796,25.39,0.11,"1,534",714,42.892391,-75.500514,,
13403,69169426,960031,26.71,0.37,"7,372","1,697",43.164533,-75.267645,,
13404,7631020,0,2.95,0.00,236,93,43.736385,-75.471758,,
13406,28257173,170269,10.91,0.07,725,338,43.134515,-74.924889,,
13407,140608069,1368078,54.29,0.53,"5,453","2,451",42.968798,-74.950590,,
13408,97444354,320308,37.62,0.12,"4,280","1,188",42.922949,-75.676749,,
13409,89291631,0,34.48,0.00,"2,374",982,42.976461,-75.595139,,
13410,256023,0,0.10,0.00,241,108,42.931174,-74.612520,,
13411,177298507,742446,68.46,0.29,"3,264","1,627",42.633789,-75.306457,,
13413,51509884,180365,19.89,0.07,"16,135","7,198",43.060356,-75.279420,,
13415,5125170,0,1.98,0.00,77,50,42.596489,-75.198473,,
13416,134693576,916800,52.01,0.35,"2,271","1,021",43.187390,-74.970566,,
13417,3377612,0,1.30,0.00,"3,305","1,851",43.100965,-75.293792,,
13418,13509603,953,5.22,0.00,255,106,42.845704,-75.380460,,
13420,563552446,33412195,217.59,12.90,"1,266","2,782",43.717768,-74.984147,,
13421,108799052,211866,42.01,0.08,"14,125","6,209",43.061915,-75.660092,,
13424,28871889,0,11.15,0.00,"2,725",948,43.152368,-75.365215,,
13425,66154982,28200,25.54,0.01,"1,970",857,42.964793,-75.487060,,
13428,40884211,314040,15.79,0.12,"1,635",704,42.915071,-74.546238,,
13431,95460191,821782,36.86,0.32,"2,069",841,43.209082,-75.073328,,
13433,112948222,2015058,43.61,0.78,"1,820",852,43.589518,-75.242417,,
13435,539473,0,0.21,0.00,286,126,43.304981,-75.150772,,
13436,99291384,24892701,38.34,9.61,108,582,43.811023,-74.666226,,
13437,248962713,1331910,96.13,0.51,460,721,43.580307,-75.803860,,
13438,222255886,5815346,85.81,2.25,"3,789","2,123",43.354138,-75.159613,,
13439,223035886,1385563,86.11,0.53,"3,950","2,337",42.857316,-74.995275,,
13440,292348383,3634457,112.88,1.40,"42,986","18,723",43.215771,-75.461778,,
13441,9300659,0,3.59,0.00,51,15,43.226377,-75.408248,,
13450,6166082,0,2.38,0.00,104,59,42.701925,-74.810298,,
13452,197621769,2065756,76.30,0.80,"4,629","2,096",43.043056,-74.630470,,
13454,111497849,733374,43.05,0.28,826,381,43.219835,-74.757700,,
13456,72707011,0,28.07,0.00,"4,164","1,733",43.000029,-75.255495,,
13459,131861852,352341,50.91,0.14,"2,222","1,091",42.775005,-74.588674,,
13460,185181562,481807,71.50,0.19,"4,429","2,039",42.687037,-75.442842,,
13461,6004726,0,2.32,0.00,"3,083","1,392",43.070467,-75.599125,,
13464,99315539,158151,38.35,0.06,"1,189",592,42.687973,-75.615788,,
13468,25191145,280744,9.73,0.11,451,229,42.848254,-74.851924,,
13469,10402989,189652,4.02,0.07,847,332,43.214828,-75.302367,,
13470,173305539,4341056,66.91,1.68,725,607,43.209651,-74.610052,,
13471,243048481,953871,93.84,0.37,"3,540","1,462",43.357597,-75.577397,,
13472,37411807,1100263,14.44,0.42,310,389,43.697411,-75.067836,,
13473,119488091,434983,46.13,0.17,766,463,43.642941,-75.446376,,
13475,39136,0,0.02,0.00,28,16,42.893741,-74.830529,,
13476,55311988,28029,21.36,0.01,"3,032","1,364",43.087502,-75.509514,,
13477,52448071,0,20.25,0.00,"1,452",593,43.032894,-75.512948,,
13478,92687502,22690,35.79,0.01,"3,083","1,286",43.144013,-75.581897,,
13480,139209433,464779,53.75,0.18,"3,532","1,492",42.917856,-75.363163,,
13483,17921423,213418,6.92,0.08,256,118,43.397335,-75.826061,,
13484,6604476,0,2.55,0.00,176,74,42.866325,-75.659190,,
13485,114400134,414878,44.17,0.16,"1,132",545,42.787528,-75.315224,,
13486,76274708,8974835,29.45,3.47,815,368,43.345147,-75.344599,,
13488,10837468,39386,4.18,0.02,98,77,42.688638,-74.750589,,
13489,110591130,1302775,42.70,0.50,658,316,43.460774,-75.552463,,
13490,30647149,0,11.83,0.00,"1,361",549,43.110080,-75.426511,,
13491,187384011,125325,72.35,0.05,"3,641","1,607",42.864135,-75.168133,,
13492,39055977,8688,15.08,0.00,"11,596","5,173",43.114604,-75.337680,,
13493,193054522,9506121,74.54,3.67,"2,070",945,43.432843,-75.897509,,
13494,45348993,1057533,17.51,0.41,314,608,43.532529,-75.141288,,
13495,2260355,0,0.87,0.00,"2,144","1,037",43.110889,-75.277497,,
13501,22659189,152592,8.75,0.06,"38,546","16,932",43.081283,-75.225833,,
13502,139242008,1087841,53.76,0.42,"33,257","15,249",43.141264,-75.154707,,
13601,364423614,7133271,140.70,2.75,"38,158","16,971",43.968892,-75.906501,,
13602,25250353,641363,9.75,0.25,"3,881",120,44.066533,-75.778311,,
13603,14130091,82655,5.46,0.03,"9,760","3,233",44.035974,-75.793813,,
13605,209099378,1574238,80.73,0.61,"4,777","2,279",43.807294,-76.050285,,
13606,91026778,380910,35.15,0.15,"2,716","1,093",43.872567,-76.014721,,
13607,46173096,585380,17.83,0.23,"1,822","1,812",44.298512,-75.935736,,
13608,102578820,1366640,39.61,0.53,"1,719",708,44.254686,-75.615340,,
13612,45983348,515146,17.75,0.20,"2,852","1,197",43.985237,-75.769370,,
13613,215757308,2096411,83.30,0.81,"2,726","1,224",44.870613,-74.750443,,
13614,23220973,0,8.97,0.00,357,171,44.530892,-75.691167,,
13615,9941600,9796,3.84,0.00,"1,271",520,44.029103,-75.988503,,
13616,14357373,4035,5.54,0.00,"1,880",815,44.030078,-75.857573,,
13617,330709940,2838508,127.69,1.10,"11,299","3,836",44.580531,-75.142767,,
13618,130439071,7171060,50.36,2.77,"1,711","2,414",44.114766,-76.290981,,
13619,282333950,4770902,109.01,1.84,"10,901","4,688",43.978952,-75.600977,,
13620,119857295,1000031,46.28,0.39,"2,197",855,43.908782,-75.448325,,
13621,70465456,2135833,27.21,0.82,650,338,44.833691,-75.080272,,
13622,150678056,3587339,58.18,1.39,"2,432","1,478",44.099234,-76.109305,,
13623,1026859,0,0.40,0.00,49,91,44.449785,-75.752462,,
13624,164245713,2226689,63.42,0.86,"5,457","3,582",44.209480,-76.093055,,
13625,143347678,3157275,55.35,1.22,"1,868","1,151",44.538101,-74.928377,,
13626,257188888,531722,99.30,0.21,"2,267","1,134",43.830086,-75.734774,,
13628,477227,125023,0.18,0.05,220,99,44.030541,-75.682394,,
13630,124333981,1004645,48.01,0.39,"1,525",596,44.498619,-75.311532,,
13633,51297309,2181394,19.81,0.84,345,190,44.497430,-75.455993,,
13634,114377144,3745814,44.16,1.45,"3,984","2,220",44.011290,-76.073698,,
13635,143939871,2089646,55.58,0.81,"1,092",545,44.286726,-75.280789,,
13636,8304333,0,3.21,0.00,282,112,43.743434,-76.116547,,
13637,91224000,55143,35.22,0.02,"4,491","1,832",44.106201,-75.818322,,
13638,3160012,232666,1.22,0.09,378,164,44.019072,-75.741697,,
13639,50187297,617388,19.38,0.24,243,129,44.263676,-75.150529,,
13640,32011485,663410,12.36,0.26,271,923,44.303561,-76.028103,,
13641,799487,10869,0.31,0.00,91,288,44.273801,-76.003351,,
13642,469003445,9782132,181.08,3.78,"10,088","4,159",44.335388,-75.455879,,
13643,93794,0,0.04,0.00,19,11,44.031812,-75.717095,,
13646,278100662,25963281,107.38,10.02,"2,211","2,720",44.446084,-75.674193,,
13647,236491,0,0.09,0.00,69,32,44.605875,-74.980580,,
13648,474747890,12506390,183.30,4.83,"2,424","1,640",44.150216,-75.318000,,
13650,106864073,5937801,41.26,2.29,"1,391","1,536",43.811310,-76.216091,,
13651,6343483,523634,2.45,0.20,127,194,43.866156,-76.176962,,
13652,172157083,2202224,66.47,0.85,"1,815",973,44.432661,-75.186773,,
13654,172616477,10369220,66.65,4.00,"2,461","1,062",44.577112,-75.436848,,
13655,52372449,5831823,20.22,2.25,"3,512","1,365",44.982056,-74.650084,,
13656,220334088,1564162,85.07,0.60,"2,861","1,076",44.192235,-75.955486,,
13658,203848065,271853,78.71,0.10,"2,357",985,44.743083,-75.279399,,
13659,147164928,236943,56.82,0.09,593,416,43.738005,-75.863380,,
13660,139279933,1446813,53.78,0.56,"1,891",776,44.773868,-75.160958,,
13661,119351259,11565196,46.08,4.47,"1,646","1,114",43.709620,-76.098396,,
13662,230103020,16341385,88.84,6.31,"16,582","7,608",44.932333,-74.884038,,
13664,2546420,108304,0.98,0.04,399,250,44.584013,-75.645460,,
13665,112287419,525833,43.35,0.20,882,440,44.048460,-75.434366,,
13666,101294633,8914206,39.11,3.44,266,184,44.218485,-74.926076,,
13667,128469111,1077708,49.60,0.42,"3,181","1,404",44.837267,-74.960097,,
13668,95191348,3152651,36.75,1.22,"3,329","1,463",44.754954,-74.986313,,
13669,264889919,4388473,102.27,1.69,"16,452","7,202",44.672777,-75.482342,,
13670,188239926,2850191,72.68,1.10,430,398,44.167379,-75.116735,,
13672,322967505,4443038,124.70,1.72,602,675,44.470543,-74.660706,,
13673,90398991,37921,34.90,0.01,"2,249",934,44.164271,-75.717782,,
13674,1469719,51800,0.57,0.02,126,54,43.738560,-76.048180,,
13675,2727097,431205,1.05,0.17,160,59,44.281718,-75.846286,,
13676,413128662,3815937,159.51,1.47,"16,646","5,879",44.654960,-74.926222,,
13677,508885,80224,0.20,0.03,93,34,44.512428,-75.179673,,
13678,2033861,100693,0.79,0.04,211,107,44.813766,-74.992918,,
13679,161820590,13052416,62.48,5.04,"1,853","1,612",44.319890,-75.770605,,
13680,91021450,872135,35.14,0.34,"1,244",505,44.595988,-75.323398,,
13681,87534640,836252,33.80,0.32,897,369,44.428046,-75.373133,,
13682,81186315,117423,31.35,0.05,877,361,43.843311,-75.901890,,
13684,408933727,3066887,157.89,1.18,"1,131",737,44.356595,-75.013141,,
13685,52169184,6065929,20.14,2.34,"2,272","1,548",43.925467,-76.085519,,
13687,348136526,25340053,134.42,9.78,479,676,44.432964,-74.836657,,
13690,133748779,2182601,51.64,0.84,846,561,44.108365,-74.991203,,
13691,187061361,8737619,72.22,3.37,"3,176","1,709",44.227220,-75.773875,,
13692,706798,0,0.27,0.00,27,299,44.288793,-76.026292,,
13693,50147109,4373294,19.36,1.69,503,"1,117",43.985746,-76.246105,,
13694,57885671,1355163,22.35,0.52,"1,507",777,44.857601,-75.146018,,
13695,44032191,864198,17.00,0.33,134,180,44.102929,-74.922258,,
13696,4823562,0,1.86,0.00,87,49,44.694736,-74.888042,,
13697,169696612,993127,65.52,0.38,"2,281",993,44.754714,-74.810347,,
13730,126998136,1492096,49.03,0.58,"2,805","1,475",42.223238,-75.532720,,
13731,232157250,7892272,89.64,3.05,"1,162","1,287",42.128419,-74.787370,,
13732,85342848,2095007,32.95,0.81,"8,153","3,291",42.049447,-76.167535,,
13733,234989100,1679915,90.73,0.65,"5,216","2,552",42.301754,-75.479481,,
13734,93811937,1411041,36.22,0.54,"2,287",952,42.069955,-76.409653,,
13736,157116315,95690,60.66,0.04,"2,338",987,42.324084,-76.202038,,
13739,104293437,197255,40.27,0.08,953,642,42.349124,-74.789149,,
13740,102484359,128284,39.57,0.05,554,507,42.273814,-74.756993,,
13743,152074160,264147,58.72,0.10,"3,806","1,659",42.211894,-76.338222,,
13744,30009539,10155,11.59,0.00,"1,137",477,42.243494,-75.907999,,
13746,71832143,1250804,27.73,0.48,"2,539","1,132",42.268926,-75.884667,,
13748,34292998,1082924,13.24,0.42,"3,800","1,657",42.042579,-75.822521,,
13750,69718236,423725,26.92,0.16,"1,092",640,42.471014,-74.857921,,
13751,5093557,87572,1.97,0.03,189,84,42.454193,-74.902857,,
13752,125667120,3630541,48.52,1.40,782,646,42.190557,-74.897015,,
13753,242736845,1643738,93.72,0.63,"5,848","2,272",42.306960,-74.926915,,
13754,206157848,3814187,79.60,1.47,"3,310","2,049",42.088482,-75.447962,,
13755,148927403,9704875,57.50,3.75,"1,228",937,42.055244,-74.966906,,
13756,118825521,1669729,45.88,0.64,613,582,42.004099,-75.100670,,
13757,96343751,224573,37.20,0.09,"1,045",643,42.410607,-74.891229,,
13760,127378213,1168021,49.18,0.45,"44,264","20,765",42.133387,-76.084713,,
13774,7366066,386637,2.84,0.15,201,131,41.960129,-75.149396,,
13775,137491825,938589,53.09,0.36,"1,631",983,42.327910,-75.134017,,
13776,14726344,2152,5.69,0.00,513,274,42.470351,-75.332049,,
13777,15589127,0,6.02,0.00,727,299,42.258166,-75.989587,,
13778,250894158,1304760,96.87,0.50,"5,948","2,818",42.359219,-75.759496,,
13780,57370528,611866,22.15,0.24,"1,045",560,42.422486,-75.476583,,
13782,95072285,246965,36.71,0.10,755,566,42.169631,-74.991293,,
13783,295976803,13088200,114.28,5.05,"2,670","2,113",41.993662,-75.266006,,
13784,1211396,0,0.47,0.00,172,79,42.426878,-76.221343,,
13786,40161145,226223,15.51,0.09,464,339,42.440980,-74.693941,,
13787,164825142,1204222,63.64,0.46,"3,629","1,642",42.212533,-75.671984,,
13788,91475557,136814,35.32,0.05,991,656,42.339032,-74.665791,,
13790,75014148,734840,28.96,0.28,"19,104","9,152",42.165361,-76.001942,,
13794,1858219,0,0.72,0.00,105,47,42.393236,-76.013719,,
13795,52719091,897482,20.35,0.35,"3,800","1,618",42.056638,-75.778938,,
13796,57779057,418336,22.31,0.16,"1,236",635,42.557188,-75.132129,,
13797,86238872,282995,33.30,0.11,"2,250",919,42.333665,-76.040401,,
13801,177555383,1340825,68.55,0.52,"1,398",977,42.505085,-75.776970,,
13802,26042703,56025,10.06,0.02,718,284,42.242134,-76.041266,,
13803,232334083,766014,89.70,0.30,"3,975","1,690",42.456883,-76.067124,,
13804,39369327,85713,15.20,0.03,391,221,42.225702,-75.384220,,
13806,8016591,10715,3.10,0.00,205,111,42.375535,-74.957114,,
13807,61664782,996272,23.81,0.38,"1,199",700,42.607461,-74.988235,,
13808,95308754,173005,36.80,0.07,"1,771",917,42.525233,-75.262202,,
13809,77896815,0,30.08,0.00,"1,517",761,42.403813,-75.395542,,
13810,103672056,474869,40.03,0.18,"1,149",661,42.606817,-75.108363,,
13811,164294878,291536,63.43,0.11,"4,354","1,859",42.234926,-76.164054,,
13812,81768276,2430494,31.57,0.94,"2,348","1,011",42.030060,-76.354752,,
13813,72147918,1722104,27.86,0.66,977,529,42.163706,-75.551338,,
13815,277767213,1532206,107.25,0.59,"13,999","6,554",42.547866,-75.530856,,
13820,277908485,1148710,107.30,0.44,"22,455","8,840",42.483431,-75.036905,,
13825,146447428,410652,56.54,0.16,"3,442","1,673",42.435577,-75.204553,,
13826,2170183,634707,0.84,0.25,58,49,42.099820,-75.638796,,
13827,237014399,2346781,91.51,0.91,"11,759","5,279",42.117827,-76.249166,,
13830,286158055,2056889,110.49,0.79,"5,042","2,510",42.435584,-75.627625,,
13832,71832148,109133,27.73,0.04,709,342,42.658130,-75.672216,,
13833,92550433,388600,35.73,0.15,"4,255","1,797",42.198205,-75.768632,,
13834,900860,106436,0.35,0.04,118,68,42.530982,-74.965895,,
13835,109334947,93101,42.21,0.04,"1,511",715,42.383214,-76.178996,,
13838,26687076,308754,10.30,0.12,"4,409","2,153",42.285099,-75.388127,,
13839,102962117,401145,39.75,0.15,"1,405",855,42.262039,-75.252051,,
13841,30857994,1128072,11.91,0.44,529,316,42.406990,-75.842162,,
13842,32351002,334747,12.49,0.13,695,308,42.376700,-74.723609,,
13843,140937101,203688,54.42,0.08,"1,888",992,42.506711,-75.381410,,
13844,62135980,106370,23.99,0.04,724,368,42.608179,-75.668317,,
13845,1005039,8591,0.39,0.00,83,39,42.053431,-76.354924,,
13846,21057938,87534,8.13,0.03,305,167,42.363723,-75.054746,,
13847,8442092,59104,3.26,0.02,67,43,42.180595,-75.292138,,
13849,171527403,1653180,66.23,0.64,"4,551","2,372",42.350096,-75.309317,,
13850,132469003,2211789,51.15,0.85,"22,004","9,479",42.049394,-76.017594,,
13856,479386472,11972925,185.09,4.62,"6,596","3,976",42.171041,-75.183316,,
13859,1242630,78414,0.48,0.03,182,83,42.372485,-75.245254,,
13860,2371876,4229,0.92,0.00,94,44,42.447960,-74.941986,,
13861,11420740,44221,4.41,0.02,432,187,42.508540,-75.151092,,
13862,146342050,5646139,56.50,2.18,"4,189","1,775",42.330958,-75.931008,,
13863,39360404,462430,15.20,0.18,688,366,42.455495,-75.898915,,
13864,69024219,14637,26.65,0.01,"1,149",560,42.271668,-76.388622,,
13865,285731616,3248636,110.32,1.25,"6,371","3,070",42.032061,-75.615617,,
13901,60140090,2222381,23.22,0.86,"19,773","9,685",42.183181,-75.876065,,
13902,1844246,0,0.71,0.00,"6,177",0,42.088824,-75.968883,,
13903,102581051,1247830,39.61,0.48,"18,763","8,613",42.041886,-75.889072,,
13904,60087700,277277,23.20,0.11,"9,579","4,256",42.134124,-75.820206,,
13905,70050582,614267,27.05,0.24,"28,026","13,468",42.170436,-75.943434,,
14001,170739900,419077,65.92,0.16,"9,464","4,254",43.036593,-78.510856,,
14004,124089792,874229,47.91,0.34,"12,704","4,290",42.891371,-78.503687,,
14005,86567899,275566,33.42,0.11,"1,986",760,42.920586,-78.250066,,
14006,67000641,1435040,25.87,0.55,"9,858","4,920",42.633130,-79.021745,,
14008,63330285,2221329,24.45,0.86,"1,467",581,43.312726,-78.623166,,
14009,191904437,620027,74.09,0.24,"5,672","2,757",42.593267,-78.397520,,
14011,173021991,246034,66.80,0.09,"9,822","2,633",42.830675,-78.299709,,
14012,83324961,3205987,32.17,1.24,"2,362","1,036",43.332173,-78.532622,,
14013,104885665,945882,40.50,0.37,"1,751",723,43.086290,-78.397746,,
14020,178981326,940697,69.11,0.36,"23,306","10,303",42.996190,-78.213412,,
14024,163629948,1155363,63.18,0.45,"1,688",807,42.581363,-78.245468,,
14025,57843049,0,22.33,0.00,"3,039","1,275",42.622156,-78.726936,,
14026,1949845,0,0.75,0.00,674,292,42.942313,-78.687987,,
14028,35059747,1325263,13.54,0.51,"1,595",751,43.318040,-78.717617,,
14030,51451977,558665,19.87,0.22,"1,807",775,42.564386,-78.507624,,
14031,48489564,596144,18.72,0.23,"9,392","3,854",42.983128,-78.614262,,
14032,60102569,0,23.21,0.00,"7,989","2,783",43.046729,-78.630773,,
14033,44771841,46515,17.29,0.02,"2,219",943,42.654382,-78.692124,,
14034,66565427,23322,25.70,0.01,"2,742",793,42.495740,-78.871196,,
14035,591693,0,0.23,0.00,125,67,42.490778,-78.848389,,
14036,140308108,495994,54.17,0.19,"5,201","2,201",42.973851,-78.389527,,
14037,44825997,19887,17.31,0.01,"1,166",479,42.802789,-78.453328,,
14039,4838841,0,1.87,0.00,101,52,42.851480,-78.173096,,
14040,75697863,494435,29.23,0.19,"2,217",907,42.890873,-78.376631,,
14041,5888815,116110,2.27,0.04,237,110,42.398835,-78.971581,,
14042,118221280,634111,45.65,0.24,"3,969","1,945",42.475564,-78.488807,,
14043,22510684,0,8.69,0.00,"24,742","11,475",42.901970,-78.703411,,
14047,34025341,2591446,13.14,1.00,"6,440","2,757",42.687361,-78.986623,,
14048,60355641,18952272,23.30,7.32,"15,072","7,365",42.484359,-79.317005,,
14051,42310745,180832,16.34,0.07,"19,533","7,476",43.042842,-78.699413,,
14052,160499167,206075,61.97,0.08,"17,329","7,271",42.772537,-78.584397,,
